date,nueva era-count,invento del gobierno-count,contienen microchips -count,puede magnetizar-count,alteran el adn-count,enferma de covid-count,causan infertilidad-count,mi fe me protege-count,nueva era-total_count,invento del gobierno-total_count,contienen microchips -total_count,puede magnetizar-total_count,alteran el adn-total_count,enferma de covid-total_count,causan infertilidad-total_count,mi fe me protege-total_count,nueva era-ratio,invento del gobierno-ratio,contienen microchips -ratio,puede magnetizar-ratio,alteran el adn-ratio,enferma de covid-ratio,causan infertilidad-ratio,mi fe me protege-ratio
"2021-08-04","1093","3844","8","831","4075","4627","12","957","5050","5050","5050","5050","5050","5050","5050","5050","0.21643564356435643","0.7611881188118812","0.0015841584158415843","0.16455445544554456","0.806930693069307","0.9162376237623763","0.002376237623762376","0.1895049504950495"
"2021-08-05","1107","3735","14","845","3968","4419","11","808","4836","4836","4836","4836","4836","4836","4836","4836","0.22890818858560794","0.7723325062034739","0.0028949545078577337","0.17473118279569894","0.8205128205128205","0.9137717121588089","0.002274607113316791","0.16708023159636062"
"2021-08-06","1024","3365","16","767","3638","4073","8","759","4476","4476","4476","4476","4476","4476","4476","4476","0.2287756925826631","0.751787310098302","0.0035746201966041107","0.17135835567470956","0.8127792672028596","0.9099642537980339","0.0017873100983020554","0.1695710455764075"
"2021-08-07","612","1959","5","467","2125","2420","7","468","2725","2725","2725","2725","2725","2725","2725","2725","0.22458715596330275","0.7188990825688073","0.001834862385321101","0.17137614678899082","0.7798165137614679","0.8880733944954129","0.002568807339449541","0.17174311926605504"
"2021-08-08","579","1976","2","441","2028","2428","6","529","2711","2711","2711","2711","2711","2711","2711","2711","0.21357432681667282","0.7288823312430838","0.0007377351530800443","0.16267060125414975","0.7480634452231649","0.8956104758391737","0.0022132054592401327","0.1951309479896717"
"2021-08-09","930","3105","12","843","3195","3610","9","759","3991","3991","3991","3991","3991","3991","3991","3991","0.23302430468554247","0.7780005011275369","0.003006765221748935","0.2112252568278627","0.8005512402906539","0.9045352042094713","0.0022550739163117012","0.19017790027562015"
"2021-08-10","1035","3531","11","853","3710","4096","14","724","4493","4493","4493","4493","4493","4493","4493","4493","0.23035833518807033","0.785889160916982","0.0024482528377476075","0.1898508791453372","0.8257289116403294","0.9116403294012909","0.0031159581571333183","0.16113955041175163"
"2021-08-11","1061","3431","7","843","3659","4045","21","720","4514","4514","4514","4514","4514","4514","4514","4514","0.23504652193176784","0.7600797518830306","0.0015507310589277803","0.1867523260965884","0.8105892778023925","0.8961010190518387","0.00465219317678334","0.1595037660611431"
"2021-08-12","1025","3606","10","848","3717","4217","16","696","4682","4682","4682","4682","4682","4682","4682","4682","0.21892353695002137","0.7701836821870995","0.0021358393848782574","0.1811191798376762","0.7938914993592482","0.9006834686031611","0.0034173430158052115","0.1486544211875267"
"2021-08-13","758","2674","7","668","2869","3061","5","549","3238","3238","3238","3238","3238","3238","3238","3238","0.23409512044471897","0.8258184064237184","0.0021618282890673254","0.20630018529956765","0.8860407659048796","0.9453366275478691","0.0015441630636195182","0.1695491043854231"
"2021-08-14","611","2157","4","471","2235","2593","5","476","2913","2913","2913","2913","2913","2913","2913","2913","0.20974939924476485","0.7404737384140062","0.0013731548232063166","0.16168898043254376","0.7672502574665293","0.8901476141434946","0.0017164435290078957","0.16340542396155167"
"2021-08-15","609","2126","4","396","2167","2612","8","479","2982","2982","2982","2982","2982","2982","2982","2982","0.20422535211267606","0.7129443326626426","0.0013413816230717639","0.13279678068410464","0.7266934942991281","0.8759221998658618","0.0026827632461435278","0.16063044936284374"
"2021-08-16","797","2668","7","555","2757","3104","7","600","3466","3466","3466","3466","3466","3466","3466","3466","0.2299480669359492","0.7697634160415464","0.002019619157530294","0.16012694748990192","0.7954414310444317","0.8955568378534333","0.002019619157530294","0.17311021350259664"
"2021-08-17","1011","3402","15","924","3647","3878","5","709","4197","4197","4197","4197","4197","4197","4197","4197","0.24088634739099357","0.810578984989278","0.0035739814152966403","0.22015725518227305","0.8689540147724565","0.9239933285680247","0.0011913271384322134","0.16893018822968786"
"2021-08-18","1057","3460","12","772","3589","3930","7","723","4122","4122","4122","4122","4122","4122","4122","4122","0.2564289180009704","0.8393983503153809","0.002911208151382824","0.18728772440562833","0.8706938379427462","0.9534206695778749","0.001698204754973314","0.17540029112081515"
"2021-08-19","563","1967","8","501","2109","2186","8","349","2230","2230","2230","2230","2230","2230","2230","2230","0.25246636771300446","0.8820627802690583","0.003587443946188341","0.22466367713004484","0.9457399103139014","0.9802690582959641","0.003587443946188341","0.15650224215246636"
"2021-08-20","431","1587","7","402","1720","1745","13","284","1761","1761","1761","1761","1761","1761","1761","1761","0.2447473026689381","0.9011925042589438","0.003975014196479273","0.2282793867120954","0.97671777399205","0.9909142532651902","0.0073821692220329355","0.16127200454287335"
"2021-08-21","302","1151","3","300","1232","1251","6","222","1261","1261","1261","1261","1261","1261","1261","1261","0.23949246629659002","0.9127676447264076","0.0023790642347343376","0.23790642347343377","0.9770023790642347","0.9920697858842189","0.004758128469468675","0.176050753370341"
"2021-08-22","338","1137","5","299","1204","1229","3","224","1243","1243","1243","1243","1243","1243","1243","1243","0.2719227674979887","0.914722445695897","0.004022526146419952","0.24054706355591313","0.9686242960579243","0.9887369267900241","0.002413515687851971","0.18020917135961384"
"2021-08-23","527","1858","6","536","1988","2030","4","358","2043","2043","2043","2043","2043","2043","2043","2043","0.2579539892315223","0.9094468918257465","0.002936857562408223","0.2623592755751346","0.9730788056779246","0.9936368086147822","0.0019579050416054823","0.17523250122369066"
"2021-08-24","466","1731","2","507","1871","1898","5","312","1915","1915","1915","1915","1915","1915","1915","1915","0.2433420365535248","0.9039164490861619","0.0010443864229765013","0.26475195822454306","0.977023498694517","0.9911227154046998","0.0026109660574412533","0.1629242819843342"
"2021-08-25","537","1917","5","529","2070","2097","4","358","2113","2113","2113","2113","2113","2113","2113","2113","0.25414103170847135","0.9072408897302414","0.00236630383341221","0.2503549455750118","0.979649787032655","0.9924278277330809","0.001893043066729768","0.16942735447231425"
"2021-08-26","669","2606","10","622","2753","2842","10","491","2894","2894","2894","2894","2894","2894","2894","2894","0.23116793365583968","0.9004837595024188","0.0034554250172771253","0.21492743607463718","0.9512785072563925","0.9820317899101589","0.0034554250172771253","0.16966136834830683"
"2021-08-27","566","2090","3","560","2166","2351","4","428","2383","2383","2383","2383","2383","2383","2383","2383","0.23751573646663868","0.8770457406630298","0.001258917331095258","0.23499790180444818","0.9089383130507763","0.9865715484683173","0.001678556441460344","0.17960553923625683"
"2021-08-28","552","1824","5","410","1995","2064","3","443","2103","2103","2103","2103","2103","2103","2103","2103","0.2624821683309558","0.8673323823109843","0.0023775558725630053","0.19495958155016643","0.948644793152639","0.9814550641940085","0.0014265335235378032","0.21065145030908225"
"2021-08-29","649","1943","11","437","1948","2122","6","499","2167","2167","2167","2167","2167","2167","2167","2167","0.29949238578680204","0.8966312874942317","0.005076142131979695","0.20166128287955698","0.8989386248269498","0.9792339640055376","0.0027688047992616522","0.23027226580526072"
"2021-08-30","636","2126","1","625","2279","2319","5","435","2356","2356","2356","2356","2356","2356","2356","2356","0.2699490662139219","0.902376910016978","0.00042444821731748726","0.2652801358234295","0.9673174872665535","0.984295415959253","0.0021222410865874364","0.18463497453310695"
"2021-08-31","448","1727","4","529","1847","1869","4","343","1891","1891","1891","1891","1891","1891","1891","1891","0.23691168693812797","0.9132734003172924","0.0021152829190904283","0.27974616604970914","0.9767318878900053","0.9883659439450027","0.0021152829190904283","0.18138551031200423"
"2021-09-01","579","2101","14","694","2225","2270","7","444","2296","2296","2296","2296","2296","2296","2296","2296","0.25217770034843207","0.9150696864111498","0.006097560975609756","0.30226480836236935","0.9690766550522648","0.9886759581881533","0.003048780487804878","0.19337979094076654"
"2021-09-02","1263","4071","11","921","4252","4638","8","911","5033","5033","5033","5033","5033","5033","5033","5033","0.25094377111066957","0.8088615140075501","0.002185575203655871","0.18299225114245976","0.8448241605404332","0.9215179813232665","0.0015895092390224518","0.1810053645936817"
"2021-09-03","1050","3462","13","776","3672","4142","11","810","4608","4608","4608","4608","4608","4608","4608","4608","0.22786458333333334","0.7513020833333334","0.0028211805555555555","0.1684027777777778","0.796875","0.8988715277777778","0.002387152777777778","0.17578125"
"2021-09-04","693","2188","3","517","2300","2681","4","573","2996","2996","2996","2996","2996","2996","2996","2996","0.23130841121495327","0.7303070761014686","0.0010013351134846463","0.17256341789052068","0.7676902536715621","0.8948598130841121","0.0013351134846461949","0.1912550066755674"
"2021-09-05","627","2099","4","468","2216","2586","5","460","2992","2992","2992","2992","2992","2992","2992","2992","0.20955882352941177","0.7015374331550802","0.001336898395721925","0.15641711229946523","0.7406417112299465","0.8643048128342246","0.0016711229946524064","0.1537433155080214"
"2021-09-06","1010","3608","8","827","3782","4144","7","787","4678","4678","4678","4678","4678","4678","4678","4678","0.2159042325780248","0.7712697734074391","0.0017101325352714834","0.1767849508336896","0.8084651560495938","0.8858486532706284","0.001496365968362548","0.16823428815733218"
"2021-09-07","1126","3899","6","967","4144","4580","5","851","5090","5090","5090","5090","5090","5090","5090","5090","0.22121807465618862","0.7660117878192534","0.0011787819253438114","0.1899803536345776","0.8141453831041258","0.899803536345776","0.0009823182711198428","0.16719056974459726"
"2021-09-08","1133","3968","7","918","4149","4592","5","924","5156","5156","5156","5156","5156","5156","5156","5156","0.21974398758727695","0.769588828549263","0.0013576415826221878","0.17804499612102406","0.8046935608999224","0.8906128782001551","0.000969743987587277","0.1792086889061288"
"2021-09-09","1137","3988","8","902","4271","4726","11","814","5319","5319","5319","5319","5319","5319","5319","5319","0.2137619853355894","0.7497649934198157","0.001504042113179169","0.16958074826095132","0.8029704831735288","0.8885128783605941","0.0020680579056213573","0.15303628501598046"
"2021-09-10","1070","3419","14","774","3710","4108","16","714","4562","4562","4562","4562","4562","4562","4562","4562","0.2345462516440158","0.7494519947391495","0.003068829460762823","0.1696624287593161","0.8132398071021482","0.9004822446295484","0.0035072336694432268","0.156510302498904"
"2021-09-11","756","2235","4","502","2420","2784","3","526","3175","3175","3175","3175","3175","3175","3175","3175","0.23811023622047245","0.7039370078740157","0.0012598425196850393","0.15811023622047243","0.7622047244094489","0.8768503937007874","0.0009448818897637795","0.16566929133858269"
"2021-09-12","652","2297","6","494","2432","2797","7","573","3174","3174","3174","3174","3174","3174","3174","3174","0.20541902961562697","0.7236925015752993","0.001890359168241966","0.15563957151858854","0.7662255828607435","0.8812224322621298","0.002205419029615627","0.18052930056710775"
"2021-09-13","1065","3633","7","876","3814","4199","3","779","4615","4615","4615","4615","4615","4615","4615","4615","0.23076923076923078","0.7872156013001084","0.0015167930660888408","0.18981581798483207","0.8264355362946912","0.9098591549295775","0.0006500541711809318","0.1687973997833153"
"2021-09-14","1147","3888","17","951","4129","4562","10","782","5090","5090","5090","5090","5090","5090","5090","5090","0.22534381139489196","0.7638506876227897","0.0033398821218074658","0.1868369351669941","0.8111984282907662","0.8962671905697446","0.0019646365422396855","0.15363457760314342"
"2021-09-15","1171","4066","11","989","4278","4685","15","819","5243","5243","5243","5243","5243","5243","5243","5243","0.22334541293152776","0.7755102040816326","0.002098035475872592","0.1886324623307267","0.8159450696166317","0.8935723822239175","0.002860957467098989","0.15620827770360482"
"2021-09-16","1045","3630","6","841","3915","4259","12","755","4789","4789","4789","4789","4789","4789","4789","4789","0.21820839423679264","0.7579870536646481","0.001252871163082063","0.1756107746920025","0.8174984339110462","0.8893297139277511","0.002505742326164126","0.15765295468782628"
"2021-09-17","1020","3602","7","881","3857","4227","13","739","4741","4741","4741","4741","4741","4741","4741","4741","0.2151444842860156","0.7597553258806159","0.0014764817549040286","0.1858257751529213","0.8135414469521198","0.891584053997047","0.0027420375448217677","0.15587428812486817"
"2021-09-18","671","2344","7","580","2535","2906","10","523","3276","3276","3276","3276","3276","3276","3276","3276","0.20482295482295482","0.7155067155067155","0.002136752136752137","0.17704517704517705","0.7738095238095238","0.887057387057387","0.0030525030525030525","0.15964590964590963"
"2021-09-19","657","2335","5","502","2454","2821","5","477","3206","3206","3206","3206","3206","3206","3206","3206","0.20492825951341234","0.7283218964441672","0.0015595757953836558","0.15658140985651903","0.7654398003742982","0.8799126637554585","0.0015595757953836558","0.14878353087960075"
"2021-09-20","1201","3744","21","855","3926","4264","9","706","4854","4854","4854","4854","4854","4854","4854","4854","0.24742480428512567","0.7713226205191595","0.004326328800988875","0.1761433868974042","0.8088174701277298","0.8784507622579316","0.001854140914709518","0.1454470539761022"
"2021-09-21","1252","4050","17","893","4339","4744","12","823","5275","5275","5275","5275","5275","5275","5275","5275","0.23734597156398105","0.7677725118483413","0.0032227488151658767","0.16928909952606636","0.8225592417061611","0.8993364928909953","0.002274881516587678","0.15601895734597157"
"2021-09-22","1230","4065","15","989","4325","4733","13","826","5292","5292","5292","5292","5292","5292","5292","5292","0.23242630385487528","0.768140589569161","0.002834467120181406","0.18688586545729402","0.8172713529856387","0.8943688586545729","0.0024565381708238853","0.15608465608465608"
"2021-09-23","1170","3876","10","882","4078","4486","8","796","5031","5031","5031","5031","5031","5031","5031","5031","0.23255813953488372","0.7704233750745378","0.0019876764062810573","0.17531305903398928","0.8105744384814152","0.8916716358576824","0.001590141125024846","0.15821904193997216"
"2021-09-24","1060","3602","5","856","3920","4361","19","728","4861","4861","4861","4861","4861","4861","4861","4861","0.2180621271343345","0.7409997942810121","0.0010285949393128986","0.17609545361036824","0.8064184324213125","0.8971405060687101","0.003908660769389015","0.14976342316395802"
"2021-09-25","790","2473","4","572","2664","3022","7","572","3338","3338","3338","3338","3338","3338","3338","3338","0.2366686638705812","0.7408627920910725","0.0011983223487118035","0.1713600958657879","0.7980826842420611","0.9053325344517675","0.002097064110245656","0.1713600958657879"
"2021-09-26","690","2280","5","476","2417","2735","7","495","3054","3054","3054","3054","3054","3054","3054","3054","0.22593320235756384","0.7465618860510805","0.0016371971185330713","0.1558611656843484","0.7914210870988867","0.8955468238375901","0.0022920759659463","0.16208251473477406"
"2021-09-27","1036","3689","15","886","3846","4206","9","762","4705","4705","4705","4705","4705","4705","4705","4705","0.2201912858660999","0.7840595111583422","0.003188097768331562","0.18831030818278427","0.8174282678002125","0.8939426142401701","0.0019128586609989374","0.16195536663124335"
"2021-09-28","1251","4080","5","982","4296","4682","10","893","5226","5226","5226","5226","5226","5226","5226","5226","0.23938002296211253","0.7807118254879449","0.0009567546880979717","0.18790662074244163","0.8220436280137773","0.8959050899349407","0.0019135093761959434","0.17087638729429774"
"2021-09-29","1154","4126","16","958","4320","4698","24","816","5233","5233","5233","5233","5233","5233","5233","5233","0.22052360022931397","0.7884578635581884","0.0030575195872348557","0.183068985285687","0.825530288553411","0.8977641888018345","0.004586279380852283","0.15593349894897765"
"2021-09-30","1100","3848","11","938","4047","4474","9","759","5005","5005","5005","5005","5005","5005","5005","5005","0.21978021978021978","0.7688311688311689","0.002197802197802198","0.1874125874125874","0.8085914085914085","0.8939060939060939","0.0017982017982017982","0.15164835164835164"
"2021-10-01","1043","3653","18","838","3909","4310","7","707","4785","4785","4785","4785","4785","4785","4785","4785","0.2179728317659352","0.7634273772204807","0.003761755485893417","0.17513061650992687","0.8169278996865204","0.9007314524555904","0.0014629049111807733","0.1477533960292581"
"2021-10-02","658","2355","8","517","2564","2924","8","474","3293","3293","3293","3293","3293","3293","3293","3293","0.1998177953234133","0.7151533556027938","0.0024293956878226543","0.15699969632553903","0.7786213179471606","0.8879441238991801","0.0024293956878226543","0.14394169450349226"
"2021-10-03","694","2399","4","523","2580","2939","8","491","3330","3330","3330","3330","3330","3330","3330","3330","0.2084084084084084","0.7204204204204204","0.0012012012012012011","0.15705705705705705","0.7747747747747747","0.8825825825825826","0.0024024024024024023","0.14744744744744745"
"2021-10-04","1148","3907","16","906","4119","4488","14","859","5002","5002","5002","5002","5002","5002","5002","5002","0.22950819672131148","0.7810875649740104","0.003198720511795282","0.18112754898040784","0.8234706117552979","0.8972411035585766","0.0027988804478208716","0.1717313074770092"
"2021-10-05","1184","4014","7","980","4274","4590","7","888","5111","5111","5111","5111","5111","5111","5111","5111","0.23165720993934652","0.78536489923694","0.0013695949911954608","0.1917432987673645","0.8362355703384856","0.8980630013695949","0.0013695949911954608","0.17374290745450988"
"2021-10-06","1232","4071","14","964","4327","4625","17","853","5231","5231","5231","5231","5231","5231","5231","5231","0.23551902121965207","0.7782450774230548","0.0026763525138596826","0.18428598738290958","0.8271840948193462","0.8841521697572166","0.003249856623972472","0.16306633530873638"
"2021-10-07","1164","4108","14","943","4340","4760","6","856","5281","5281","5281","5281","5281","5281","5281","5281","0.22041280060594584","0.7778829767089567","0.0026510130657072524","0.17856466578299565","0.8218140503692483","0.9013444423404658","0.0011361484567316796","0.16209051316038628"
"2021-10-08","975","3341","4","819","3619","3923","8","718","4410","4410","4410","4410","4410","4410","4410","4410","0.22108843537414966","0.7575963718820862","0.0009070294784580499","0.18571428571428572","0.8206349206349206","0.8895691609977324","0.0018140589569160999","0.16281179138321997"
"2021-10-09","681","2213","5","543","2376","2695","9","504","3117","3117","3117","3117","3117","3117","3117","3117","0.21847930702598653","0.7099775425088226","0.0016041065126724415","0.17420596727622714","0.7622714148219442","0.8646134103304459","0.0028873917228103944","0.1616939364773821"
"2021-10-10","663","2228","7","593","2348","2707","8","509","3076","3076","3076","3076","3076","3076","3076","3076","0.21553966189856957","0.7243172951885566","0.0022756827048114434","0.19278283485045514","0.7633289986996099","0.8800390117035111","0.002600780234070221","0.1654746423927178"
"2021-10-11","1016","3548","13","890","3697","3957","21","715","4410","4410","4410","4410","4410","4410","4410","4410","0.23038548752834467","0.8045351473922903","0.0029478458049886623","0.2018140589569161","0.8383219954648526","0.8972789115646258","0.004761904761904762","0.1621315192743764"
"2021-10-12","1076","3816","16","962","4032","4337","15","819","4881","4881","4881","4881","4881","4881","4881","4881","0.22044662978897767","0.7818070067609096","0.003278016799836099","0.19709076009014545","0.826060233558697","0.8885474288055726","0.003073140749846343","0.16779348494161034"
"2021-10-13","1094","3774","10","983","4016","4422","18","852","5005","5005","5005","5005","5005","5005","5005","5005","0.21858141858141858","0.7540459540459541","0.001998001998001998","0.1964035964035964","0.8023976023976024","0.8835164835164835","0.0035964035964035964","0.17022977022977023"
"2021-10-14","1147","3939","16","934","4184","4568","9","758","5100","5100","5100","5100","5100","5100","5100","5100","0.22490196078431374","0.7723529411764706","0.003137254901960784","0.18313725490196078","0.8203921568627451","0.8956862745098039","0.0017647058823529412","0.14862745098039215"
"2021-10-15","1005","3460","6","816","3728","4106","7","729","4592","4592","4592","4592","4592","4592","4592","4592","0.2188588850174216","0.7534843205574913","0.0013066202090592336","0.17770034843205576","0.8118466898954704","0.894163763066202","0.001524390243902439","0.15875435540069685"
"2021-10-16","677","2341","4","526","2527","2907","8","519","3312","3312","3312","3312","3312","3312","3312","3312","0.20440821256038647","0.7068236714975845","0.0012077294685990338","0.15881642512077296","0.7629830917874396","0.8777173913043478","0.0024154589371980675","0.15670289855072464"
"2021-10-17","715","2275","9","495","2435","2805","9","535","3263","3263","3263","3263","3263","3263","3263","3263","0.21912350597609562","0.6972111553784861","0.0027581979773214833","0.1517008887526816","0.7462457860864236","0.8596383695985289","0.0027581979773214833","0.16395954642966595"
"2021-10-18","807","2969","13","657","3042","3359","6","529","3852","3852","3852","3852","3852","3852","3852","3852","0.20950155763239875","0.7707684319833853","0.0033748701973001036","0.1705607476635514","0.7897196261682243","0.8720145379023884","0.001557632398753894","0.137331256490135"
"2021-10-19","1122","3838","11","960","4060","4328","7","739","4850","4850","4850","4850","4850","4850","4850","4850","0.231340206185567","0.791340206185567","0.002268041237113402","0.1979381443298969","0.8371134020618557","0.8923711340206185","0.001443298969072165","0.15237113402061855"
"2021-10-20","1147","3928","19","917","4197","4391","9","757","4857","4857","4857","4857","4857","4857","4857","4857","0.236154004529545","0.8087296685196623","0.003911879761169446","0.18879967057854644","0.8641136504014824","0.9040560016471073","0.0018529956763434219","0.15585752522133003"
"2021-10-21","1223","4024","17","999","4313","4576","15","822","5126","5126","5126","5126","5126","5126","5126","5126","0.2385875926648459","0.7850175575497463","0.003316426063207179","0.19488880218493954","0.8413968006242685","0.8927038626609443","0.002926258291065158","0.16035895435037065"
"2021-10-22","1090","3666","16","862","3972","4186","5","746","4733","4733","4733","4733","4733","4733","4733","4733","0.23029790830340166","0.7745615888442848","0.003380519754912318","0.18212550179590112","0.8392140291569828","0.8844284808789351","0.0010564124234100994","0.15761673357278683"
"2021-10-23","722","2450","11","571","2646","2883","4","528","3221","3221","3221","3221","3221","3221","3221","3221","0.22415398944427198","0.7606333436820863","0.0034150884818379386","0.17727413846631482","0.8214840111766533","0.8950636448307979","0.0012418503570319776","0.16392424712822104"
"2021-10-24","759","2432","7","605","2591","2787","11","547","3217","3217","3217","3217","3217","3217","3217","3217","0.23593410009325458","0.7559838358719304","0.002175940317065589","0.18806341311781163","0.8054087659309916","0.8663350948088281","0.0034193347839602114","0.1700341933478396"
"2021-10-25","1107","3851","9","960","3994","4328","14","814","4875","4875","4875","4875","4875","4875","4875","4875","0.22707692307692307","0.7899487179487179","0.0018461538461538461","0.19692307692307692","0.8192820512820512","0.8877948717948718","0.002871794871794872","0.16697435897435897"
"2021-10-26","1146","3848","14","965","4132","4493","8","751","5077","5077","5077","5077","5077","5077","5077","5077","0.22572385266889897","0.7579279101831791","0.002757533976757928","0.19007287768367145","0.8138664565688398","0.8849714398266693","0.0015757337010045302","0.14792200118180027"
"2021-10-27","1186","4119","19","956","4379","4839","11","832","5367","5367","5367","5367","5367","5367","5367","5367","0.22098006335010248","0.7674678591391839","0.003540152785541271","0.1781255822619713","0.8159120551518539","0.9016210173281163","0.0020495621389975778","0.15502142724054407"
"2021-10-28","1077","4017","20","947","4266","4685","18","804","5214","5214","5214","5214","5214","5214","5214","5214","0.20655926352128884","0.7704257767548907","0.0038358266206367474","0.18162639048714999","0.8181818181818182","0.898542385884158","0.0034522439585730723","0.15420023014959724"
"2021-10-29","945","3462","14","812","3752","4094","10","658","4594","4594","4594","4594","4594","4594","4594","4594","0.20570309098824555","0.7535916412712234","0.0030474531998258597","0.17675228558989986","0.8167174575533305","0.891162385720505","0.0021767522855899","0.14323030039181542"
"2021-10-30","705","2519","4","538","2720","3104","4","499","3462","3462","3462","3462","3462","3462","3462","3462","0.20363951473136915","0.7276140958983247","0.0011554015020219526","0.15540150202195263","0.7856730213749278","0.8965915655690352","0.0011554015020219526","0.14413633737723858"
"2021-10-31","662","2288","6","533","2428","2737","12","499","3106","3106","3106","3106","3106","3106","3106","3106","0.21313586606567933","0.7366387636831938","0.0019317450096587251","0.17160334835801674","0.7817128139085641","0.8811976819059885","0.0038634900193174502","0.16065679330328397"
"2021-11-01","900","2976","9","650","3118","3363","6","653","3854","3854","3854","3854","3854","3854","3854","3854","0.233523611831863","0.772184743124027","0.00233523611831863","0.16865594187856772","0.8090295796574987","0.8725998962117281","0.0015568240788790867","0.16943435391800726"
"2021-11-02","1131","3724","9","976","3928","4300","17","835","4886","4886","4886","4886","4886","4886","4886","4886","0.2314776913630782","0.7621776504297995","0.0018419975440032747","0.19975440032746622","0.8039295947605403","0.880065493246009","0.0034793286942284077","0.17089643880474825"
"2021-11-03","1255","4030","12","975","4239","4684","12","797","5271","5271","5271","5271","5271","5271","5271","5271","0.23809523809523808","0.7645608044014418","0.0022766078542970974","0.18497438816163916","0.8042117245304496","0.8886359324606337","0.0022766078542970974","0.15120470498956554"
"2021-11-04","1096","3824","14","920","4017","4323","11","791","4796","4796","4796","4796","4796","4796","4796","4796","0.2285237698081735","0.7973311092577148","0.0029190992493744786","0.19182652210175147","0.8375729774812344","0.9013761467889908","0.0022935779816513763","0.16492910758965804"
"2021-11-05","939","3506","13","786","3736","4144","12","683","4596","4596","4596","4596","4596","4596","4596","4596","0.20430809399477806","0.7628372497824195","0.0028285465622280245","0.17101827676240208","0.8128807658833769","0.9016536118363795","0.0026109660574412533","0.14860748476936467"
"2021-11-06","687","2438","13","536","2642","2990","10","502","3389","3389","3389","3389","3389","3389","3389","3389","0.20271466509294778","0.7193862496311596","0.0038359398052522867","0.1581587488934789","0.7795809973443494","0.882266155208026","0.0029507229271171437","0.1481262909412806"
"2021-11-07","695","2478","6","517","2606","2919","1","503","3371","3371","3371","3371","3371","3371","3371","3371","0.20617027588252743","0.7350934440818748","0.0017798872738059924","0.153366953426283","0.773064372589736","0.8659151587066153","0.0002966478789676654","0.1492138831207357"
"2021-11-08","1098","3854","10","993","4099","4429","17","852","4945","4945","4945","4945","4945","4945","4945","4945","0.22204246713852377","0.7793731041456016","0.0020222446916076846","0.20080889787664308","0.8289180990899899","0.8956521739130435","0.0034378159757330637","0.17229524772497473"
"2021-11-09","1069","3859","25","958","4081","4455","13","814","4974","4974","4974","4974","4974","4974","4974","4974","0.21491757137112988","0.7758343385605146","0.005026135906714918","0.19260152794531565","0.8204664254121431","0.8956574185765983","0.002613590671491757","0.1636509851226377"
"2021-11-10","1211","3944","10","1030","4144","4512","7","786","5094","5094","5094","5094","5094","5094","5094","5094","0.23773066352571653","0.7742442088731841","0.0019630938358853552","0.2021986650961916","0.8135060855908912","0.8857479387514723","0.0013741656851197488","0.15429917550058891"
"2021-11-11","1081","4025","12","965","4241","4647","11","778","5207","5207","5207","5207","5207","5207","5207","5207","0.20760514691761092","0.7729978874591895","0.0023045899750336087","0.18532744382561936","0.8144805070097945","0.8924524678317649","0.0021125408104474747","0.1494142500480123"
"2021-11-12","1007","3695","18","882","3910","4278","14","758","4791","4791","4791","4791","4791","4791","4791","4791","0.21018576497599667","0.7712377374243373","0.003757044458359424","0.18409517845961176","0.8161135462325193","0.8929242329367564","0.0029221456898351076","0.15821331663535795"
"2021-11-13","649","2180","3","513","2313","2643","10","488","2987","2987","2987","2987","2987","2987","2987","2987","0.21727485771677268","0.7298292601272179","0.001004352192835621","0.1717442249748912","0.7743555406762638","0.8848342818881821","0.0033478406427854034","0.16337462336792768"
"2021-11-14","553","1716","5","424","1877","2032","6","417","2351","2351","2351","2351","2351","2351","2351","2351","0.2352190557209698","0.729902169289664","0.002126754572522331","0.18034878774989366","0.798383666524883","0.8643130582730753","0.002552105487026797","0.1773713313483624"
"2021-11-15","905","3051","3","655","3211","3445","5","650","4076","4076","4076","4076","4076","4076","4076","4076","0.2220314033366045","0.7485279685966634","0.0007360157016683023","0.16069676153091267","0.7877821393523062","0.8451913640824338","0.0012266928361138372","0.15947006869479882"
"2021-11-16","1036","3798","8","903","4050","4357","10","752","4868","4868","4868","4868","4868","4868","4868","4868","0.21281840591618734","0.7801972062448644","0.0016433853738701725","0.18549712407559574","0.8319638455217748","0.8950287592440427","0.002054231717337716","0.15447822514379622"
"2021-11-17","1187","3988","4","980","4214","4531","18","901","5120","5120","5120","5120","5120","5120","5120","5120","0.2318359375","0.77890625","0.00078125","0.19140625","0.823046875","0.8849609375","0.003515625","0.1759765625"
"2021-11-18","1279","4058","13","1009","4308","4758","12","903","5286","5286","5286","5286","5286","5286","5286","5286","0.24195989405978055","0.7676882330684828","0.0024593265228906543","0.19088157396897465","0.8149829738933031","0.9001135073779796","0.0022701475595913734","0.17082860385925086"
"2021-11-19","1048","3754","8","931","4098","4446","10","760","4965","4965","4965","4965","4965","4965","4965","4965","0.21107754279959717","0.7560926485397784","0.0016112789526686808","0.18751258811681773","0.8253776435045317","0.8954682779456193","0.002014098690835851","0.15307150050352467"
"2021-11-20","776","2632","4","594","2804","3096","5","560","3503","3503","3503","3503","3503","3503","3503","3503","0.2215244076505852","0.7513559805880674","0.0011418783899514702","0.16956894090779331","0.8004567513559806","0.8838138738224379","0.0014273479874393378","0.15986297459320584"
